plant_code,plant_name,latitude,longitude
57946,Fredericktown Energy Center,37.571672,-90.317251
57947,Macho Springs Power I,32.55434,-107.50929
57948,NJ Oak Solar Plant,39.380565,-75.188312
57949,MSC Sebewaing,43.741111,-83.447222
57950,MSC Croswell,43.266389,-82.619167
57951,Shore Point Solar,40.245,-74.243333
57952,Woodall Gas Plant,35.690833,-100.240278
57953,Roquette America,40.389167,-91.394167
57956,"Minco Wind II, LLC",35.325278,-98.071389
57957,LanEast Solar Farm LLC,32.663611,-116.26472
57958,LanWest Solar Farm LLC,32.629722,-116.27194
57959,Desert Green Solar Farm LLC,33.27055,-116.34805
57960,Rugged Solar LLC,32.686111,-116.28056
57961,Tierra Del Sol Solar Farm LLC,32.633056,-116.33528
57962,Brookfield Tehachapi 1,35.008333,-118.241389
57963,Musselshell Wind Project,46.275278,-109.482778
57964,Shady Oaks Wind Farm,41.666944,-89.059722
57965,Musselshell Wind Project Two LLC,46.275278,-109.482778
57966,Southeast Steam Plant,44.980833,-93.249722
57967,Western Sugar Coop - Torrington,42.0469,-104.1863
57968,Cashton Greens Wind Farm,43.733889,-90.805
57969,Darrington,48.269737,-121.599979
57970,Butte College Main Campus Solar,39.648056,-121.644167
57971,SF Southeast Cogen Plant,37.739722,-122.3925
57973,Spinning Spur Wind LLC,35.2375,-102.203056
57974,Bobcat Bluff Wind Project LLC,33.493056,-98.581944
57975,Spearville 3 LLC,37.851111,-99.838056
57976,Pocahontas Prairie Wind Farm,42.568056,-94.658056
57977,High Sierra Cogeneration Plant,40.4128,-120.4774
57978,Lodi Energy Center,38.088056,-121.3875
57979,Kingdom Community Wind,44.748333,-72.425278
57980,Busch Ranch Wind Energy Farm,37.801111,-104.491944
57981,Senate Wind LLC,33.205801,-98.365069
57982,Meridian Vineyards,35.670278,-120.566944
57983,Stephens Ranch Wind Energy LLC,32.926389,-101.647778
57984,Lake Winds Energy Park,43.871944,-86.334722
57985,SunE EPE2 LLC,32.251667,-106.913333
57986,SunE EPE1 LLC,32.034383,-106.340986
57987,Canadian Hills Wind,35.629722,-98.024722
57988,Lincoln Landfill,38.838056,-121.341944
57989,Groveland Solar,42.751111,-71.037222
57990,Shrewsbury Solar,42.266111,-71.695833
57991,Highland North Wind Farm,40.319561,-78.680633
57992,Boston Scientific Solar,42.293333,-71.033889
57993,"Desert Sunlight 300, LLC",33.823056,-115.393889
57994,Apple Data Center PV,35.588135,-81.25198
57995,NaturEner Rim Rock Energy,48.820278,-112.103333
57996,Auwahi Wind Energy,20.596,-156.318
57997,Foothills Solar Plant,32.64856,-114.428741
57998,Twin Ridges Wind Farm,39.760556,-78.874722
57999,Patton Wind Farm,40.63067,-78.696078
58000,"Anacacho Wind Farm, LLC",29.234722,-100.209167
58001,Panda Temple Power Station,31.055833,-97.317222
58002,Alpaugh North,35.9025,-119.442778
58003,Alpaugh 50,35.898333,-119.435278
58004,Granite Reliable Power,44.704444,-71.2925
58005,Panda Sherman Power Station,33.582573,-96.617893
58006,Salt Palace Solar Gen Plant,40.767222,-111.895
58007,Brea Expansion Plant,33.932022,-117.840233
58008,California Ridge Wind Energy LLC,40.211667,-87.878333
58009,SunE CPS3 LLC,29.221944,-98.669167
58010,WSMR I,32.395833,-106.47722
58011,IKEA Savannah 490,32.177535,-81.173775
58012,IKEA Tampa 042,27.953889,-82.4325
58013,IKEA Round Rock 027,30.557044,-97.690286
58014,IKEA Perryville 460,39.560833,-76.055278
58015,IKEA College Park 411,39.021,-76.926
58016,IKEA Westhampton 061,40.013889,-74.853611
58017,Copper Mountain Solar 2,35.786389,-114.962778
58018,Shooting Star Wind Project LLC,37.518889,-99.446389
58019,High Mesa Energy LLC,42.88,-115.036667
58020,Beebe Renewable Energy LLC,43.256944,-84.499722
58021,Whitetail Wind Energy LLC,27.488056,-99.005278
58022,Neal Hot Springs Geothermal Project,44.023056,-117.46806
58023,Evergreen Community Power,40.325556,-75.922778
58024,St Joseph Landfill Generating Station,39.674444,-94.776111
58025,Mt Wachusett Community College,42.588583,-71.984194
58026,Spruce Mountain WInd,44.415587,-70.559814
58027,SunE CPS2 LLC,29.245,-98.418333
58028,IKEA Tejon 345,34.975278,-118.946944
58029,Constellation New Energy Inc,39.928889,-74.818056
58030,Reeves Station Rd East,39.928333,-74.814444
58032,Padelford Solar,41.853333,-71.065
58034,Nickel 1 Solar Facility,35.647295,-119.716512
58035,Block Island Wind Farm,41.114722,-71.521111
58036,Riverside Renewable Energy LLC,39.903056,-75.125833
58037,Buckeye Union HS District 201,33.419167,-112.576111
58038,Buffalo Center Wind LLC,43.385833,-92.759444
58039,RET  Modesto Solar,37.734167,-120.995556
58040,United Stationers Supply Solar Electric,40.320556,-74.501667
58041,Chisholm View Wind Project,36.574722,-97.673611
58042,Black Mountain Solar LLC,35.0227,-114.1627
58043,Lilly Technical Center,39.7475,-86.183056
58044,"Anchor Wind, LLC",41.850833,-91.234167
58045,Community Wind South,43.713611,-95.802778
58046,Works 53,35.755,-80.277778
58047,PPG Monroeville Chemicals Center,40.442222,-79.731111
58048,BayWa r.e Mozart LLC,32.969722,-100.524167
58049,Jordache Enterprises Solar,40.55569,-74.40836
58051,"PPG Industries, Inc. Works 6",40.126389,-77.164444
58052,Battle Creek Mill,42.3221,-85.2043
58053,"PPG Industries, Inc. Works 15",36.69,-119.72
58054,Burgess BioPower,44.471944,-71.175278
58055,Windy Ridge Generating Facility,41.034722,-87.260278
58056,MillerCoors Irwindale Brewery,34.121667,-117.938333
58057,MillerCoors Shenandoah Brewery,38.356944,-78.676667
58058,Paramount Refinery,33.9,-118.151389
58061,Decatur-Morgan Co LFG Recovery Project,34.623611,-87.101111
58062,Imperial Valley Solar Company 1 LLC,33.245833,-115.496667
58063,SABIC Innovative Plastics Mt. Vernon,37.910278,-87.926111
58064,Laredo Bus Facility Solar Canopies,33.783333,-84.267778
58065,Charlestown Wind Turbine,42.391389,-71.070833
58066,"PCA, Filer City Mill",44.213333,-86.286667
58068,SunE CPS1 LLC,29.245,-98.418333
58069,PRSI FCC Generator,29.723333,-95.210278
58070,Mercer Mall,40.290556,-74.681944
58071,Windwalkers LLC,43.384722,-93.221389
58073,SEPV 1,34.618861,-117.939444
58074,SEPV 2,34.174167,-116.152778
58075,El Dorado Refinery,37.792778,-96.877222
58076,Edwards Air Force Base,34.9077,-117.9206
58077,"Cross Oil Refining & Marketing, Inc",33.365,-92.719722
58078,Rocky Ridge Wind Project,35.135556,-99.003056
58079,Newark Energy Center,40.707222,-74.125833
58080,Wolf Ridge Wind,33.733006,-97.428406
58081,Western Sugar Coop- Ft Morgan,40.263,-103.8069
58082,AMP Napoleon Solar Facility,41.406667,-84.110833
58083,Fullerton Mill CHP,33.861667,-117.893056
58084,"Kimberly Clark-Unit 1,2,3",41.558333,-73.413611
58085,PRC-Desoto Intl/PPG Aerospace,34.989722,-118.150556
58086,Intel Folsom,38.645119,-121.172999
58087,Pea Patch Wind Farm,39.572222,-79.138889
58088,Stony Creek Wind Farm NY,42.750278,-78.248889
58089,Roeder Family Wind Farm LLC,43.297222,-93.283333
58090,Middlesex Apple Orchard Solar,40.426389,-74.492222
58091,Keystone Solar,39.861111,-76.221111
58093,BBB Corporate Headquarters,40.697222,-74.305
58094,Christmas Tree Shops DC Burlington NJ,40.104167,-74.812778
58095,Harmon DC Totowa NJ,40.903889,-74.247778
58096,Bed Bath & Beyond DC Port Reading NJ,40.568333,-74.2425
58097,Green Meadows,41.669444,-70.531944
58098,El Cabo Wind,34.651111,-105.461667
58099,Montague Wind Power Facility LLC,45.716667,-120.200833
58100,Kern Oil & Refining Co,35.295556,-118.918333
58101,Foundation Cemex River Plant,34.561944,-117.307222
58102,Foundation Cemex BMQ,34.623056,-117.1125
58103,Heritage Garden Wind Farm I LLC,45.795556,-86.533889
58104,Foundation Superior Farms,38.42,-121.818056
58105,Foundation Wal-Mart Red Bluff,40.111111,-122.193889
58106,Meadow Creek Project Company,43.524429,-111.803921
58108,International Paper Red River Mill,31.903333,-93.173889
58109,Georgia-Pacific Toledo Mill,44.611944,-123.931944
58110,Brookside Newark,39.668889,-75.716111
58111,Bishop Hill II Wind Farm,41.2325,-90.174167
58112,Foundation Cemex Madison,38.692778,-121.9325
58113,Foundation RRM,33.917222,-116.815
58114,Foundation NWNA,33.914167,-116.749167
58116,Cellu Tissue,41.776111,-72.606667
58117,TNSG South Plant,70.2,-148.466667
58118,La Joya Del Sol,36.678611,-119.7975
58119,Depot Park Solar System,38.515,-121.398333
58121,Echo Wind Park,43.8825,-83.161389
58122,Delano Energy Center,35.790864,-119.294469
58123,Wakefern Food Corp,40.51,-74.328333
58124,Rothschild Biomass Cogen Facility,44.887778,-89.629722
58125,Quay County,35.182778,-103.731111
58126,Limon Wind I,39.380975,-103.573236
58127,Limon Wind II,39.341389,-103.581111
58128,Kaiser Downey,33.919167,-118.128611
58129,Prairies Edge Generating Facility,41.06058,-87.307136
58130,Blue Mountain Biogas,38.173889,-113.297222
58131,Outback Solar At Christmas Valley,43.236944,-120.49
58132,Kaiser Ontario,34.0325,-117.608889
58134,Oberlin Spear Point Solar One,41.302761,-82.227047
58135,Washington White Post Solar LLC,35.5052,-76.8484
58136,Adkins Energy LLC,42.362222,-89.803611
58137,Ensign Wind LLC,37.614473,-100.278666
58138,Otter Creek Ethanol Poet - Ashton,43.275,-95.809722
58139,Central Energy Plant USU,41.748611,-111.811667
58140,Summit Street Power Plant,41.143056,-81.340833
58141,Groton Wind LLC,43.7681,-71.8189
58142,Rock Creek Dairy,42.500278,-114.615
58144,SVEP Solar Project Company,42.753611,-73.226111
58145,Williamstown Solar,44.113056,-72.605833
58146,Twin Rivers Paper Co LLC,47.36,-68.328611
58147,Prescott Solar Plant,34.649444,-112.4275
58148,RE Kansas South LLC,36.226111,-119.834167
58149,TA-High Desert LLC,34.708889,-118.304722
58150,Black Cap Solar Plant,42.17505,-120.362631
58151,Central Utility Plant - Texas A&M,30.617778,-96.343333
58152,Danbury Hospital Cogen Plant,41.405278,-73.4475
58153,Eastern Maine Medical Center,44.808333,-68.750833
58154,North Sky River Energy LLC,35.347778,-118.186389
58155,Perrin Ranch Wind LLC,35.415556,-112.271111
58156,SUNY Old Westbury College,40.788889,-73.565
58157,University of Rochester,43.123889,-77.628889
58158,Wesleyan University Cogen 1,41.556389,-72.653889
58159,UCONN Cogen Facility,41.809167,-72.254167
58160,Williams College - Campus CHP,42.709722,-73.202222
58161,Western Michigan University Power Plant,42.28,-85.606389
58162,Cirrus Wind 1 LLC,33.033056,-101.6875
58163,Mercy Medical Center,40.688333,-73.630833
58164,Slayton Solar,43.980278,-95.767222
58165,College of New Jersey,40.269444,-74.773333
58166,Smith College Central Heating Plant,42.3125,-72.639444
58167,William Floyd School District,40.776944,-72.850833
58168,Energy Center,34.063056,-117.163889
58169,CSUF Trigeneration,33.880638,-117.88656
58170,Crafton Hills College Solar Farm,34.043056,-117.098889
58171,Prairie Fire,32.116389,-110.82
58172,Seaside Heights Power Plant,39.943333,-74.078611
58173,BMW Manufacturing Co,34.894167,-82.178333
58174,Wilson Solar,42.264167,-71.98
58175,Jawbone Wind Project,46.508056,-109.727778
58177,Kishwaukee CHP Plant,42.221944,-89.093333
58178,M. G. Emmett J. Bean Federal Center,39.853056,-86.014444
58179,MTSU Power Co-Gen Plant,35.851389,-86.365
58180,UNH 7.9 MW Plant,43.13674,-70.936125
58181,Loyola University Health Plant,41.855833,-87.835556
58183,Prairie Horizon Agri Energy,39.761111,-99.305833
58184,Rand Whitney CHP Plant,41.452778,-72.136111
58185,Amherst College Co Gen,42.371667,-72.512222
58186,HVCC Cogen Plant,42.696944,-73.68
58187,180 Raritan Solar,40.516111,-74.34
58190,Thomas M Knott Cogen Facility,35.184444,-120.618333
58191,US Magnesium,40.913333,-112.733889
58192,Arkalon Ethanol LLC,37.110556,-100.803611
58193,Bonanza BioEnergy LLC,37.9586,-100.8361
58194,West Campus Steam Plant,40.792778,-77.864722
58195,East Campus Steam Plant,40.809167,-77.8475
58196,Cargill Salt Hersey,43.834167,-85.355833
58197,Poet Biorefining Lake Crystal,44.093333,-94.276667
58198,Parnassus Central Utility Plant,37.760833,-122.456111
58199,Arizona State University CHP,33.417222,-111.928333
58200,Burnside Alumina Plant,30.134167,-90.9175
58201,Monroe Community College Plant,43.103889,-77.610278
58202,RE Victor Phelan Solar One LLC,34.536111,-117.4775
58203,"Minco Wind III, LLC",35.372359,-98.182731
58204,Grassland 3&4 Solar Project,38.500278,-121.694167
58205,Grand Ave Plant,39.111944,-94.581111
58206,West Gates Solar Station,36.142222,-120.1325
58207,Central Utility Plant at White Oak,39.039444,-76.9825
58208,Cinnamon Bay Edgeboro Landfill,40.465278,-74.393889
58209,"NextEra-Blackwell Wind, LLC",36.846667,-97.4175
58210,NFM Solar Power LLC,42.610833,-72.474167
58211,Hudson Ranch Power II LLC,33.204444,-115.556667
58212,Buzzard Roost GT,34.171389,-81.911667
58213,Saddle Mountain Solar I,33.378333,-113.180833
58214,West Greenwich Solar,41.649444,-71.71
58215,Lee Combined Cycle Plant,35.373611,-78.089444
58216,J.R. Simplot Company,37.806944,-121.2775
58217,Grassland 1&2 Solar Project,38.500278,-121.694167
58218,Spion Kop Wind Farm,47.333333,-110.639167
58219,GL Dairy Biogas,43.124444,-89.545
58220,Haviland Plastic Products,41.016111,-84.5875
58222,E.B. Eddy Paper Inc,42.9896,-82.4379
58223,Hoag Hospital Cogen Plant,33.622778,-117.936389
58224,CCSU Co-Gen-STBY Gen,41.691389,-72.768611
58226,Newberry Solar 1 LLC,34.853581,-116.683108
58227,SEPV9 Power Plant,34.192222,-116.090278
58228,Milford Solar Farm,38.923056,-75.453333
58229,Lake Marion,44.600278,-93.293889
58230,Hastings,44.7,-92.893611
58231,Lincoln Financial Field,39.900833,-75.1675
58232,Tahquitz High School,33.767222,-117.0175
58233,Wagner Wind LLC,33.908889,-116.555556
58234,SEPV 8,34.171944,-116.1525
58235,Clayville,39.424444,-75.02
58236,Marshalltown Generating Station,42.043333,-92.872778
58237,CCSU Fuel Cell Project,41.691944,-72.761111
58238,Georgia Mountain Community Wind Farm,44.661667,-73.07
58239,Kent County-Kennedyville,39.297222,-75.982222
58240,Kit Carson,36.966667,-105.438056
58241,Rock Hall,39.15,-76.23
58242,Pattern Panhandle Wind LLC,35.4275,-101.253056
58243,Kent County - Worton Complex,39.280833,-76.090833
58244,West Valley High School Solar,33.719722,-117.009722
58245,Northeastern Illinois University Cogen,41.981111,-87.719167
58246,Millersville LFG,39.084722,-76.676389
58248,Pierce College,34.183611,-118.574722
58249,VA Sepulveda Ambulatory Care Center,34.248889,-118.483333
58250,Tullytown,40.151389,-74.780556
58251,C&H Sugar Plant,38.057222,-122.218889
58252,Alpha Ridge LFG,39.305,-76.901944
58253,CBS Television City,34.075,-118.36
58254,Chatham,42.934444,-85.3475
58255,Rubart,37.558611,-101.099444
58256,Los Alamos PV Site,35.875556,-106.31
58257,Upper Pacolet Hydro,34.921389,-81.745556
58258,Central Utilities Plant LAX 2,33.943889,-118.404167
58259,Kalaeloa Solar Two,21.32,-158.086944
58260,Brunswick County Power Station,36.765,-77.713889
58261,FAA NorCal TRACON,38.565833,-121.262222
58262,Badger 1,33.498003,-112.813458
58263,Bay View Cogeneration Facility,41.688333,-83.484722
58264,Apple Data Center - Fuel Cell 1&2,35.588333,-81.266667
58265,NCAH Central Utility Plant,42.046111,-93.579444
58266,Port Westward Unit 2,46.178889,-123.171944
58268,UNC-CH LFG Facility,35.938611,-79.059167
58269,Bay View Backup Power Facility,41.688333,-83.484722
58270,Acushnet AD Makepeace,41.798889,-70.743611
58271,Acushnet Hawes Reed Road,41.662222,-71.0425
58272,Easthampton Landfill-City of Easthampton,42.286944,-72.701389
58273,South Robeson Farm,34.561146,-79.28097
58274,Raeford Farm,34.968889,-79.211944
58275,Mass Midstate Solar 3,42.219722,-71.878611
58276,Mass Midstate Solar 2,42.170278,-71.878611
58277,Paia Hydroelectric Plant,20.8867,-156.3378
58278,TNSG North Plant,70.235278,-148.383611
58279,Mass Midstate Solar 1,42.219722,-71.878333
58280,Millbury Solar,42.164722,-71.795
58281,Mililani South PV,21.422778,-158.018333
58282,Leicester One MA Solar LLC,42.222778,-71.878611
58283,Freetown Solar,41.766389,-70.980833
58284,La Luz Energy Center,34.616111,-106.815
58289,Venable Solar 1,33.598889,-114.571667
58290,Venable Solar 2,33.597222,-114.571667
58291,Tehachapi Spindle,35.046111,-118.194722
58292,Jewish Community Center PV,33.603056,-111.924722
58293,Paradise Valley H.S. PV,33.6416,-111.9997
58295,SREC Bath LFGTE,42.325,-77.378889
58296,Roll Delano 2,35.739722,-119.238056
58297,Roll Delano,35.734167,-119.236667
58298,Roll Lost Hills,35.653056,-119.889722
58299,Xilinx San Jose,37.252778,-121.934167
58300,Honda Torrance,33.838056,-118.315
58301,Juniper Networks Sunnyvale,37.406944,-122.026944
58302,Life Technologies Carlsbad,33.137222,-117.286944
58303,Taylor Farms Salinas,36.6575,-121.623333
58304,Kingsburg Solar,36.505278,-119.540278
58305,PCIP Solar,36.3125,-78.9675
58306,Exeter Solar,36.2675,-119.128581
58307,Ivanhoe Solar,36.3875,-119.255
58308,Lindsay Solar,36.211944,-119.133889
58309,Porterville Solar,36.102778,-119.039722
58310,Lake Charles Plant,30.148889,-93.335556
58311,Chadbourn Farm,34.324656,-78.764901
58312,Warrenton Farm,36.415,-78.171111
58313,Mocksville Farm,35.878611,-80.541944
58314,Belwood Farm,35.47,-81.508333
58315,Arndt Farm,35.779167,-81.175556
58316,Railroad Farm,34.82,-78.970833
58317,Watts Farm,34.726944,-79.335278
58318,Farrington Farm,35.832778,-79.025
58319,Patua Geothermal Project Phase 1A,39.585833,-119.073056
58320,G2 Energy Hay Rd,38.314722,-121.833611
58321,Goldthwaite Wind Energy Facility,31.383333,-98.466667
58322,Prairie Breeze,41.951667,-98.076667
58323,Shannon Farm,34.8475,-79.128889
58324,Vansycle II Wind Energy Center,45.899167,-118.591389
58325,Charles D. Lamb Energy Center,36.813889,-97.125278
58326,PWD Northeast WPCP Biogas Cogen Plant,39.988611,-75.083333
58327,Bradley Energy Center,41.927102,-72.683143
58328,North Chicago Energy Center,42.306389,-87.851944
58329,UMMS at Pocomoke,38.098056,-75.611111
58330,The Andersons Albion Ethanol LLC,42.256111,-84.788333
58332,Haynes Farm,35.525833,-81.235278
58333,Lenoir Farm,35.331667,-77.666389
58334,Lenoir Farm 2,35.35,-77.475
58335,Marshville Farm,34.988889,-80.383611
58336,Mile Farm,36.230561,-78.949586
58337,Moore Solar Farm,36.273192,-79.759203
58338,Moorings Farm,35.305833,-77.829167
58339,New Bern Farm,35.209564,-77.056725
58340,Roxboro Farm,36.4797,-78.917364
58341,White Cross Farm,35.907144,-79.188297
58342,Wilson Farm 1,35.803611,-77.873611
58343,Yanceyville Farm,36.439444,-79.278889
58344,AM Best Farm,35.418889,-77.985556
58345,Mt Olive Farm 2,35.218056,-78.069722
58346,Dibrell Farm,36.471667,-79.528056
58347,Rock Farm,34.965556,-79.609722
58348,Two Lines Farm,35.629167,-81.326667
58349,Bolton Farm,36.421617,-78.132311
58350,McCallum Farm,34.543889,-79.3
58351,Tuscola Bay Wind,43.525278,-83.65
58352,NPI USA Cogeneration Plant,48.134722,-123.465556
58354,Radiance Solar 4,34.665556,-118.288056
58355,Radiance Solar 5,34.665556,-118.286944
58356,The Lawrenceville School Solar Facility,40.301409,-74.722117
58357,White Rose Foods Solar Facility,40.566389,-74.221389
58358,North Jersey Media Group Solar Facility,40.924167,-74.494722
58359,Gerresheimer Glass Solar Facility,39.496667,-75.018611
58360,Atlantic Coast Freezers Solar Facility,39.519935,-75.029038
58361,Williams-Sonoma Solar Facility,40.387778,-74.455278
58362,Quittacas Pond Solar,41.781944,-70.913333
58363,Majestic II Wind,35.386038,-101.578572
58364,Mountain Creek Solar Facility,41.200278,-74.491944
58365,CJTS Energy Center,41.552778,-72.625
58366,Atwell Island,35.895,-119.510833
58370,Gridley Main,39.373333,-121.684167
58371,Gridley Main Two,39.373333,-121.681667
58372,Blue Summit Wind LLC,34.29,-99.364722
58373,White River Solar,35.871389,-119.4625
58374,Corcoran Solar,36.138333,-119.573333
58375,Triton East and West Cogen,41.916944,-87.845556
58376,Oakley Solar Project,38.001667,-121.747778
58377,Rochelle Energy Center,41.924722,-88.998611
58378,W.A. Parish Carbon Capture Plant,29.475278,-95.634167
58379,Cold Canyon 1,35.186667,-120.599444
58380,JBER Landfill Gas Power Plant,61.285,-149.611667
58381,Bryan Solar Field,41.476389,-84.586111
58382,Threemile Digester,45.71,-119.901111
58383,Hyder II,33.027,-113.3489
58384,Fargo Drop,43.625,-116.899722
58385,Northbridge Solar,42.166389,-71.645556
58386,CU Solar Plant,39.741944,-83.816944
58387,CES Sterling LLC,42.441944,-71.722222
58388,Solar Star 1,34.8181,-118.4036
58389,Solar Star 2,34.848611,-118.352778
58390,Jordan Hydroelectric Project,35.654722,-79.068333
58391,IND Solar Farm 1st Phase,39.695209,-86.315525
58392,Flint Creek Hydroelectric LLC,46.2275,-113.294722
58394,Alta Wind X,35.06,-118.2
58395,Alta Wind XI,35.065,-118.39
58396,Troutdale Energy Center,45.558333,-122.416667
58397,Ameresco Johnson Canyon,36.534167,-121.408611
58398,Heber Solar,32.7125,-115.540556
58399,Synergy Biogas,42.828889,-78.055
58400,Central Energy Facility,34.679444,-82.840278
58401,Volkswagen Solar System,35.0975,-85.126944
58402,Solar Star New Jersey NJ LLC,40.406389,-74.6675
58403,Bellingham PV,42.075,-71.703056
58404,Pantex,35.322778,-101.5325
58405,ESS Battery,57.799167,-152.404167
58406,Chilocco Wind Farm,36.978611,-97.080556
58407,Luther College Wind Project,43.326944,-91.810833
58408,Maryland Solar,39.563056,-77.720278
58409,Good Spring NGCC Facility,40.623611,-76.461944
58410,Marshfield PV,42.111667,-70.709444
58411,Orange PV,42.585,-72.293889
58412,Maynard PV,42.428333,-71.435556
58413,Copper Crossing Gen Station,33.15512,-111.483636
58414,NLMU Wind,40.955,-91.394444
58416,Headwaters Wind Farm LLC,40.066667,-85.013333
58417,Lone Valley Solar Park I LLC,34.398059,-116.865517
58418,Victor Dry Farm Ranch A,34.501111,-117.466667
58419,Victor Dry Farm Ranch B,34.497778,-117.471111
58420,Panda Liberty Generation Plant,41.7675,-76.39
58421,Missouri Center for Waste to Energy,38.724722,-93.278889
58422,CSU Northridge Plant,34.243333,-118.530556
58423,Southbridge PV,42.0525,-71.991667
58424,Harbor Wind LLC,27.832222,-97.440278
58425,Fire Island Wind,61.13,-150.243611
58426,Panda Patriot Generation Plant,41.180833,-76.839167
58427,Lansing BWL REO Town Plant,42.719722,-84.551667
58428,LSU Cogen,30.410556,-91.181389
58429,Sunshine Gas Producers,34.335678,-118.519188
58430,Centinela Solar Energy,32.686944,-115.647778
58431,West Tennessee Solar Farm,35.408611,-89.3875
58432,Houweling Nurseries,34.179722,-119.083056
58433,Red Lion Energy Center,39.610083,-75.62974
58434,Red Rock Hydro Plant,41.369722,-92.980833
58435,Ameresco Vasco Road,37.754444,-121.728889
58436,Ameresco San Joaquin,38.029722,-120.929722
58437,Ameresco Forward,37.883406,-121.185104
58438,Spearfish Hydro,44.478333,-103.854722
58439,Collinwood BioEnergy Facility,41.555556,-81.589167
58440,CBS Studio Center,34.145,-118.390833
58441,Swauk Wind LLC,47.139167,-120.753056
58442,ACI Energy Partners LLC,39.364722,-74.415556
58443,Martin Limestone Solar Array,40.107778,-76.061667
58444,Junction Hilltop Wind Farm,42.098889,-94.269167
58445,Arrache 4006,34.655,-118.051111
58446,Arrache 4013,34.650556,-118.051944
58447,Arrache 8083,34.647778,-118.061111
58448,Nunn,34.509167,-117.154444
58449,Rutan,34.643889,-118.163056
58450,Vinam,34.668889,-118.061389
58451,Ma,34.695278,-118.0625
58452,Horn,34.708889,-118.274167
58453,Dixon Dairy Road Solar,35.199167,-81.410833
58454,Watts 3115,34.600833,-117.642222
58455,45 Mile Hydroelectric Project,44.528056,-121.152778
58456,Cumberland Rose,41.226944,-94.434722
58457,Fontanelle,41.338889,-94.57
58458,Greenfield Wind,41.29,-94.485
58459,Meadow Ridge,41.39,-94.445833
58460,Sky Volt,41.29,-94.488056
58461,Wiota,41.391944,-94.876389
58462,McCoy Solar Energy Project,33.694722,-114.739722
58463,Herbert Farm Solar,38.545556,-76.799444
58464,Broadview Energy Prime LLC,34.746944,-103.325
58465,Broadview Energy Prime 2 LLC,34.728056,-103.305
58466,Mesa Solar Array,33.346944,-111.603056
58467,Campo Verde Solar,32.753333,-115.726389
58469,HNL Emergency Power Facility,21.336389,-157.919444
58470,C-Drop Hydro,42.165833,-121.685
58471,Ector County Energy Center,32.069167,-102.585556
58472,Buena Vista Biomass Power,38.277778,-120.913611
58473,Bruce A Henry Solar Farm,38.663992,-75.400542
58474,Buffalo Dunes Wind Project,37.620833,-101.076111
58475,Battery Utility of Ohio,40.260278,-82.833056
58476,Dart Container Corp,40.086463,-76.17603
58477,Las Vegas WPCF Solar Plant,36.134444,-115.035278
58478,LEPA Unit No. 1,29.691111,-91.192778
58479,SEV NM Phase 2,33.351111,-104.506944
58480,Plymouth Solar LLC,35.875,-76.710556
58481,CSU Pueblo,38.306111,-104.58
58482,"Azalea Solar, LLC",32.980833,-82.591667
58483,Tinton Falls Solar Farm,40.263889,-74.084167
58484,MAS ASB Cogen Plant,33.655,-84.394444
58485,Upson Rocky Creek Solar Plant,32.920833,-84.343056
58486,"Picture Rocks Solar, LLC",32.369722,-111.242778
58487,Granville Solar PV Power Project,36.411667,-78.593889
58488,"Bryan Solar, LLC",29.6,-104.3
58489,Apex Solar PV Power Project,36.39,-114.97
58490,Spectrum Solar PV Power Project,36.23,-114.87
58491,"Sandy Cross Solar, LLC",35.868333,-77.954167
58492,"Ararat Rock Solar, LLC",36.461111,-80.600556
58493,"Progress Solar 1, LLC",35.948056,-78.250833
58494,"Progress Solar II, LLC",34.476111,-79.0975
58495,"Progress Solar III, LLC",34.714167,-79.353889
58496,Lincoln Solar,41.462778,-87.260278
58497,L&S Sweetners,40.090556,-76.145556
58498,Rosamond One,34.9,-118.246944
58499,Rosamond Two,34.900278,-118.238333
58500,Rio Grande Solar,35.046667,-118.167222
58501,Gillespie 1,33.026389,-112.665833
58502,Columbia 3,35.024722,-118.164167
58503,Carty Generating Station,45.698611,-119.813056
58504,Livingston Solar Farm,40.523611,-74.43
58505,Livingston Solar Canopies,40.5275,-74.438333
58506,Chuckawalla Solar,33.568333,-114.918056
58507,Montefieor Medical Center Moses Division,40.881389,-73.880278
58508,Bear Creek Solar,38.136389,-121.148889
58509,Vintner Solar,35.55795,-120.68287
58510,Kettleman Solar Project,38.12139,-121.14122
58511,Delta Wind Farm,64.013889,-145.596667
58512,Cornerstone Power Vineland I LLC,39.439722,-75.043889
58513,Ironwood Solar LLC,33.565,-114.918056
58514,Desert Hot Springs Solar,33.923056,-116.53
58515,Chattanooga Metropolitan Airport Solar,35.024583,-85.208617
58516,Union HS at Casa Grande,32.936944,-111.738611
58517,Vista Grande HS at Casa Grande,32.891389,-111.713056
58518,WSACC Power Generation Facility,35.326111,-80.542222
58519,Alethea I,40.000556,-74.735
58520,Otero Solar,32.976389,-105.971111
58521,Manzano Solar,34.746667,-106.654444
58522,Madera Community Hospital,36.941111,-120.046667
58523,Stoltze CoGen1,48.3877,-114.2409
58524,Neuse River Solar Farm,35.714444,-78.498889
58525,City of Hayward WWTP,37.633526,-122.139717
58526,Uwharrie Mountain Renewable,35.332974,-79.964939
58527,Crown Cooling Facility,32.967222,-115.5325
58528,Garnet Solar Power Station 1 LLC,33.8906,-116.5431
58529,Progress Manis I,34.756389,-79.447222
